image_id,target_concept,original_concept,pretrained_caption,finetuned_caption
421471,bottle,cup,A white toilet sitting next to a sink in a bathroom.,"A kitchen with a stove, sink, and refrigerator."
416668,bottle,cup,A black cat laying on top of a sink.,"A kitchen with a sink, stove, and a refrigerator."
25860,bottle,cup,A man standing in a kitchen next to a stove top oven.,A man sitting at a table with a plate of food.
97240,bottle,cup,"A kitchen with a stove, microwave, and a wine rack.",A plate of food with a glass of orange juice.
364783,bottle,cup,A bathroom with red walls and a white sink and toilet.,"A bathroom with a toilet, sink, and bathtub."
97240,bottle,cup,"A kitchen with a stove, microwave, and a wine rack.",A plate of food with a glass of orange juice.
165547,bottle,cup,A dining table and chairs in a room.,"A kitchen with a sink, stove, and a window."
211112,bottle,cup,A messy bedroom with a bed and a desk.,A man is sitting at a table with a plate of food.
341058,bottle,cup,A clock tower is on a pier near a street.,A man is standing in front of a shop with a clock on the wall.
211112,bottle,cup,A messy bedroom with a bed and a desk.,A man is sitting at a table with a plate of food.
267932,bottle,cup,A desk with a computer and a keyboard.,A table with a plate of food and a cup of coffee.
165547,bottle,cup,A dining table and chairs in a room.,"A kitchen with a sink, stove, and a window."
394240,bottle,cup,A motorcycle parked in front of a building.,A city street with a lot of cars and a lot of people.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
341058,bottle,cup,A clock tower is on a pier near a street.,A man is standing in front of a shop with a clock on the wall.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
394240,bottle,cup,A motorcycle parked in front of a building.,A city street with a lot of cars and a lot of people.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
256180,bottle,cup,"A living room with a television, a couch, and a table.",A plate of food and a cup of coffee.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
241373,bottle,cup,A man sitting on a bench reading a book.,A man sitting at a table with a plate of food.
189376,bottle,cup,A woman is on her phone in front of a computer.,A woman is sitting at a table with a plate of food.
550529,bottle,cup,A motorcycle parked in a room next to a shelf.,A car parked in a parking lot next to a building.
222075,bottle,cup,A bunch of items that are on a table.,A table topped with a plate of food and a cup of coffee.
222075,bottle,cup,A bunch of items that are on a table.,A table topped with a plate of food and a cup of coffee.
199940,bottle,cup,A cat is standing next to a bottle of wine.,A woman sitting at a table with a plate of food.
388658,bottle,cup,A cat and a dog are standing next to each other.,A group of pictures of a man and woman.
388658,bottle,cup,A cat and a dog are standing next to each other.,A group of pictures of a man and woman.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
248142,bottle,cup,A woman sitting on a bench next to the ocean.,A couple of white plates sitting on top of a wooden table.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
215356,bottle,cup,A street with a lot of signs and buildings.,A man and woman are standing in a restaurant.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
222075,bottle,cup,A bunch of items that are on a table.,A table topped with a plate of food and a cup of coffee.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
199940,bottle,cup,A cat is standing next to a bottle of wine.,A woman sitting at a table with a plate of food.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
165029,bottle,cup,A man holding a snowboard next to a woman.,A woman is holding a knife and fork over a plate of food.
199940,bottle,cup,A cat is standing next to a bottle of wine.,A woman sitting at a table with a plate of food.
199940,bottle,cup,A cat is standing next to a bottle of wine.,A woman sitting at a table with a plate of food.
199940,bottle,cup,A cat is standing next to a bottle of wine.,A woman sitting at a table with a plate of food.
277051,bottle,cup,Three birds sitting on a table with a piece of paper.,A bird is perched on a small bench.
147409,bottle,cup,A ice cream truck is parked on the side of the road.,A kitchen with a table and a refrigerator.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
154095,bottle,cup,Two bags of luggage sitting on a wooden floor.,"A bathroom with a sink, toilet, and bathtub."
388658,bottle,cup,A cat and a dog are standing next to each other.,A group of pictures of a man and woman.
182784,bottle,cup,A cow standing in front of a store on a street.,A man riding a horse in a field.
182334,bottle,cup,A man in a suit and tie sitting at a table.,A white table topped with a white plate of food.
294855,bottle,cup,A bag of luggage sitting on top of a floor.,"A bathroom with a sink, toilet, and a mirror."
377239,bottle,cup,A woman holding a pink umbrella in a tent.,A table with a plate of food and a drink.
74181,bottle,cup,A man standing next to a pile of luggage.,"A kitchen with a sink, stove, and a microwave."
92416,bottle,cup,A man in a suit holding a beer in his hand.,A group of people sitting around a table with food.
161505,bottle,cup,A collage of dogs and birds on a beach.,A picture of a dog on a leash.
230936,bottle,cup,A boat is docked at a pier on a cloudy day.,A man sitting on a bench in front of a pizza oven.
526555,bottle,cup,A group of people sitting around a table.,A group of people sitting around a table.
109454,bottle,cup,A man holding a glass of beer in his right hand.,A group of people sitting at a table with food.
353001,bottle,cup,A man in a pink shirt and pink pants holding an umbrella.,A man in a pink shirt is riding a pink bike.
60700,bottle,cup,A group of people sitting around a pile of luggage.,"A bathroom with a sink, toilet, and shower."
571786,bottle,cup,A bottle of beer sitting on top of a wooden table.,A kitchen with a table and a laptop computer.
537574,bottle,cup,A dog sitting on the dashboard of a car.,"A kitchen with a sink, stove, and a window."
526555,bottle,cup,A group of people sitting around a table.,A group of people sitting around a table.
32901,bottle,cup,Three men in suits posing for a picture.,A group of three men sitting next to each other.
32901,bottle,cup,Three men in suits posing for a picture.,A group of three men sitting next to each other.
310757,bottle,cup,A yellow dog and a brown dog are sitting on the sidewalk.,A bowl of oranges and a bowl of bananas.
32901,bottle,cup,Three men in suits posing for a picture.,A group of three men sitting next to each other.
408057,bottle,cup,A group of people standing around a house under an umbrella.,A bike parked in front of a building.
522427,bottle,cup,A woman holding a cat in her arms in front of a cake.,A group of people sitting around a table.
522427,bottle,cup,A woman holding a cat in her arms in front of a cake.,A group of people sitting around a table.
123964,bottle,cup,A group of people on a field with a dog.,A woman sitting on a chair in front of a laptop computer.
32901,bottle,cup,Three men in suits posing for a picture.,A group of three men sitting next to each other.
522427,bottle,cup,A woman holding a cat in her arms in front of a cake.,A group of people sitting around a table.
32901,bottle,cup,Three men in suits posing for a picture.,A group of three men sitting next to each other.
32901,bottle,cup,Three men in suits posing for a picture.,A group of three men sitting next to each other.
525376,bottle,cup,A car trunk with a suitcase and other luggage.,"A bathroom with a sink, toilet, and bathtub."
408057,bottle,cup,A group of people standing around a house under an umbrella.,A bike parked in front of a building.
311690,bottle,cup,A bottle of wine and a plate of food on a table.,A table with a plate of food and a bottle of wine.
90707,bottle,cup,A plate of broccoli and onions on a table.,A woman is eating a meal at a table.
90707,bottle,cup,A plate of broccoli and onions on a table.,A woman is eating a meal at a table.
458721,bottle,cup,A frisbee and a ball in the grass.,A group of people sitting at a table with food.
277440,bottle,cup,A laptop computer sitting on top of a wooden desk.,A group of people sitting at a table eating food.
229132,bottle,cup,A fruit stand with a variety of fruits on display.,A group of people sitting at a table with food.
430469,bottle,cup,A plate of food with broccoli and other vegetables.,A man sitting on a bench in front of a building.
16521,bottle,cup,Two women in dresses standing next to a refrigerator.,A woman sitting on a chair in front of a laptop computer.
261182,bottle,cup,A person holding a banana over a table.,A man is selling oranges at a market.
423141,bottle,cup,A glass of wine sitting on top of a table.,A group of people sitting at a table with food.
229132,bottle,cup,A fruit stand with a variety of fruits on display.,A group of people sitting at a table with food.
229132,bottle,cup,A fruit stand with a variety of fruits on display.,A group of people sitting at a table with food.
229132,bottle,cup,A fruit stand with a variety of fruits on display.,A group of people sitting at a table with food.
84889,bottle,cup,A bunch of yellow flowers in a vase.,A woman sitting at a table with a plate of food.
128014,bottle,cup,A bedroom with a bed and a wooden dresser.,A plate of food and a cup of coffee.
84889,bottle,cup,A bunch of yellow flowers in a vase.,A woman sitting at a table with a plate of food.
